feature_name,feature_family,family,feature_source,operator_name,operator_type,is_true_curve_feature,is_proxy_feature,uses_raw_cycles_interpolated,uses_summary,uses_protocol,cycle_indices,step_type,x_axis,y_signal,requested_signal,resolved_signal,aggregation,transform,description,program_id,cycle_index_convention
charge_capacity_std_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_capacity,charge_capacity,charge_capacity,std,,,scalar_baseline,raw_zero_based
charge_capacity_min_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_capacity,charge_capacity,charge_capacity,min,,,scalar_baseline,raw_zero_based
charge_capacity_max_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_capacity,charge_capacity,charge_capacity,max,,,scalar_baseline,raw_zero_based
charge_capacity_delta_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_capacity,charge_capacity,charge_capacity,delta,,,scalar_baseline,raw_zero_based
charge_capacity_slope_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_capacity,charge_capacity,charge_capacity,slope,,,scalar_baseline,raw_zero_based
charge_capacity_intercept_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_capacity,charge_capacity,charge_capacity,intercept,,,scalar_baseline,raw_zero_based
charge_capacity_r2_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_capacity,charge_capacity,charge_capacity,r2,,,scalar_baseline,raw_zero_based
charge_capacity_curvature_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_capacity,charge_capacity,charge_capacity,curvature,,,scalar_baseline,raw_zero_based
charge_capacity_mean_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_capacity,charge_capacity,charge_capacity,mean,,,scalar_baseline,raw_zero_based
charge_capacity_std_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_capacity,charge_capacity,charge_capacity,std,,,scalar_baseline,raw_zero_based
charge_capacity_min_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_capacity,charge_capacity,charge_capacity,min,,,scalar_baseline,raw_zero_based
charge_capacity_max_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_capacity,charge_capacity,charge_capacity,max,,,scalar_baseline,raw_zero_based
charge_capacity_delta_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_capacity,charge_capacity,charge_capacity,delta,,,scalar_baseline,raw_zero_based
charge_capacity_slope_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_capacity,charge_capacity,charge_capacity,slope,,,scalar_baseline,raw_zero_based
charge_capacity_intercept_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_capacity,charge_capacity,charge_capacity,intercept,,,scalar_baseline,raw_zero_based
charge_capacity_r2_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_capacity,charge_capacity,charge_capacity,r2,,,scalar_baseline,raw_zero_based
charge_capacity_curvature_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_capacity,charge_capacity,charge_capacity,curvature,,,scalar_baseline,raw_zero_based
charge_capacity_mean_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,charge_capacity,charge_capacity,mean,,,scalar_baseline,raw_zero_based
charge_capacity_std_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,charge_capacity,charge_capacity,std,,,scalar_baseline,raw_zero_based
charge_capacity_min_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,charge_capacity,charge_capacity,min,,,scalar_baseline,raw_zero_based
charge_capacity_max_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,charge_capacity,charge_capacity,max,,,scalar_baseline,raw_zero_based
charge_capacity_delta_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,charge_capacity,charge_capacity,delta,,,scalar_baseline,raw_zero_based
charge_capacity_slope_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,charge_capacity,charge_capacity,slope,,,scalar_baseline,raw_zero_based
charge_capacity_intercept_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,charge_capacity,charge_capacity,intercept,,,scalar_baseline,raw_zero_based
charge_capacity_r2_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,charge_capacity,charge_capacity,r2,,,scalar_baseline,raw_zero_based
charge_capacity_curvature_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,charge_capacity,charge_capacity,curvature,,,scalar_baseline,raw_zero_based
charge_capacity_mean_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,charge_capacity,charge_capacity,mean,,,scalar_baseline,raw_zero_based
charge_capacity_std_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,charge_capacity,charge_capacity,std,,,scalar_baseline,raw_zero_based
charge_capacity_min_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,charge_capacity,charge_capacity,min,,,scalar_baseline,raw_zero_based
charge_capacity_max_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,charge_capacity,charge_capacity,max,,,scalar_baseline,raw_zero_based
charge_capacity_delta_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,charge_capacity,charge_capacity,delta,,,scalar_baseline,raw_zero_based
charge_capacity_slope_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,charge_capacity,charge_capacity,slope,,,scalar_baseline,raw_zero_based
charge_capacity_intercept_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,charge_capacity,charge_capacity,intercept,,,scalar_baseline,raw_zero_based
charge_capacity_r2_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,charge_capacity,charge_capacity,r2,,,scalar_baseline,raw_zero_based
charge_capacity_curvature_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,charge_capacity,charge_capacity,curvature,,,scalar_baseline,raw_zero_based
temperature_mean_cycle_0_to_4,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,temperature,temperature,temperature,mean,,,scalar_baseline,raw_zero_based
temperature_std_cycle_0_to_4,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,temperature,temperature,temperature,std,,,scalar_baseline,raw_zero_based
temperature_min_cycle_0_to_4,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,temperature,temperature,temperature,min,,,scalar_baseline,raw_zero_based
temperature_max_cycle_0_to_4,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,temperature,temperature,temperature,max,,,scalar_baseline,raw_zero_based
temperature_delta_cycle_0_to_4,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,temperature,temperature,temperature,delta,,,scalar_baseline,raw_zero_based
temperature_slope_cycle_0_to_4,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,temperature,temperature,temperature,slope,,,scalar_baseline,raw_zero_based
temperature_intercept_cycle_0_to_4,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,temperature,temperature,temperature,intercept,,,scalar_baseline,raw_zero_based
temperature_r2_cycle_0_to_4,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,temperature,temperature,temperature,r2,,,scalar_baseline,raw_zero_based
temperature_curvature_cycle_0_to_4,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,temperature,temperature,temperature,curvature,,,scalar_baseline,raw_zero_based
temperature_mean_cycle_0_to_9,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,temperature,temperature,temperature,mean,,,scalar_baseline,raw_zero_based
temperature_std_cycle_0_to_9,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,temperature,temperature,temperature,std,,,scalar_baseline,raw_zero_based
temperature_min_cycle_0_to_9,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,temperature,temperature,temperature,min,,,scalar_baseline,raw_zero_based
temperature_max_cycle_0_to_9,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,temperature,temperature,temperature,max,,,scalar_baseline,raw_zero_based
temperature_delta_cycle_0_to_9,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,temperature,temperature,temperature,delta,,,scalar_baseline,raw_zero_based
temperature_slope_cycle_0_to_9,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,temperature,temperature,temperature,slope,,,scalar_baseline,raw_zero_based
temperature_intercept_cycle_0_to_9,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,temperature,temperature,temperature,intercept,,,scalar_baseline,raw_zero_based
temperature_r2_cycle_0_to_9,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,temperature,temperature,temperature,r2,,,scalar_baseline,raw_zero_based
temperature_curvature_cycle_0_to_9,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,temperature,temperature,temperature,curvature,,,scalar_baseline,raw_zero_based
temperature_mean_cycle_0_to_49,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,temperature,temperature,temperature,mean,,,scalar_baseline,raw_zero_based
temperature_std_cycle_0_to_49,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,temperature,temperature,temperature,std,,,scalar_baseline,raw_zero_based
temperature_min_cycle_0_to_49,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,temperature,temperature,temperature,min,,,scalar_baseline,raw_zero_based
temperature_max_cycle_0_to_49,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,temperature,temperature,temperature,max,,,scalar_baseline,raw_zero_based
temperature_delta_cycle_0_to_49,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,temperature,temperature,temperature,delta,,,scalar_baseline,raw_zero_based
temperature_slope_cycle_0_to_49,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,temperature,temperature,temperature,slope,,,scalar_baseline,raw_zero_based
temperature_intercept_cycle_0_to_49,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,temperature,temperature,temperature,intercept,,,scalar_baseline,raw_zero_based
temperature_r2_cycle_0_to_49,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,temperature,temperature,temperature,r2,,,scalar_baseline,raw_zero_based
temperature_curvature_cycle_0_to_49,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,temperature,temperature,temperature,curvature,,,scalar_baseline,raw_zero_based
temperature_mean_cycle_0_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,temperature,temperature,temperature,mean,,,scalar_baseline,raw_zero_based
temperature_std_cycle_0_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,temperature,temperature,temperature,std,,,scalar_baseline,raw_zero_based
temperature_min_cycle_0_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,temperature,temperature,temperature,min,,,scalar_baseline,raw_zero_based
temperature_max_cycle_0_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,temperature,temperature,temperature,max,,,scalar_baseline,raw_zero_based
temperature_delta_cycle_0_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,temperature,temperature,temperature,delta,,,scalar_baseline,raw_zero_based
temperature_slope_cycle_0_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,temperature,temperature,temperature,slope,,,scalar_baseline,raw_zero_based
temperature_intercept_cycle_0_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,temperature,temperature,temperature,intercept,,,scalar_baseline,raw_zero_based
temperature_r2_cycle_0_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,temperature,temperature,temperature,r2,,,scalar_baseline,raw_zero_based
temperature_curvature_cycle_0_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,temperature,temperature,temperature,curvature,,,scalar_baseline,raw_zero_based
temperature_mean_cycle_10_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,temperature,temperature,temperature,mean,,,scalar_baseline,raw_zero_based
temperature_std_cycle_10_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,temperature,temperature,temperature,std,,,scalar_baseline,raw_zero_based
temperature_min_cycle_10_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,temperature,temperature,temperature,min,,,scalar_baseline,raw_zero_based
temperature_max_cycle_10_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,temperature,temperature,temperature,max,,,scalar_baseline,raw_zero_based
temperature_delta_cycle_10_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,temperature,temperature,temperature,delta,,,scalar_baseline,raw_zero_based
temperature_slope_cycle_10_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,temperature,temperature,temperature,slope,,,scalar_baseline,raw_zero_based
temperature_intercept_cycle_10_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,temperature,temperature,temperature,intercept,,,scalar_baseline,raw_zero_based
temperature_r2_cycle_10_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,temperature,temperature,temperature,r2,,,scalar_baseline,raw_zero_based
temperature_curvature_cycle_10_to_99,thermal_summary,thermal_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,temperature,temperature,temperature,curvature,,,scalar_baseline,raw_zero_based
discharge_energy_mean_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,discharge_energy,discharge_energy,mean,,,scalar_baseline,raw_zero_based
discharge_energy_std_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,discharge_energy,discharge_energy,std,,,scalar_baseline,raw_zero_based
discharge_energy_min_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,discharge_energy,discharge_energy,min,,,scalar_baseline,raw_zero_based
discharge_energy_max_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,discharge_energy,discharge_energy,max,,,scalar_baseline,raw_zero_based
discharge_energy_delta_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,discharge_energy,discharge_energy,delta,,,scalar_baseline,raw_zero_based
discharge_energy_slope_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,discharge_energy,discharge_energy,slope,,,scalar_baseline,raw_zero_based
discharge_energy_intercept_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,discharge_energy,discharge_energy,intercept,,,scalar_baseline,raw_zero_based
discharge_energy_r2_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,discharge_energy,discharge_energy,r2,,,scalar_baseline,raw_zero_based
discharge_energy_curvature_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,discharge_energy,discharge_energy,curvature,,,scalar_baseline,raw_zero_based
discharge_energy_mean_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,discharge_energy,discharge_energy,mean,,,scalar_baseline,raw_zero_based
discharge_energy_std_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,discharge_energy,discharge_energy,std,,,scalar_baseline,raw_zero_based
discharge_energy_min_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,discharge_energy,discharge_energy,min,,,scalar_baseline,raw_zero_based
discharge_energy_max_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,discharge_energy,discharge_energy,max,,,scalar_baseline,raw_zero_based
discharge_energy_delta_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,discharge_energy,discharge_energy,delta,,,scalar_baseline,raw_zero_based
discharge_energy_slope_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,discharge_energy,discharge_energy,slope,,,scalar_baseline,raw_zero_based
discharge_energy_intercept_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,discharge_energy,discharge_energy,intercept,,,scalar_baseline,raw_zero_based
discharge_energy_r2_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,discharge_energy,discharge_energy,r2,,,scalar_baseline,raw_zero_based
discharge_energy_curvature_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,discharge_energy,discharge_energy,curvature,,,scalar_baseline,raw_zero_based
discharge_energy_mean_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,discharge_energy,discharge_energy,mean,,,scalar_baseline,raw_zero_based
discharge_energy_std_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,discharge_energy,discharge_energy,std,,,scalar_baseline,raw_zero_based
discharge_energy_min_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,discharge_energy,discharge_energy,min,,,scalar_baseline,raw_zero_based
discharge_energy_max_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,discharge_energy,discharge_energy,max,,,scalar_baseline,raw_zero_based
discharge_energy_delta_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,discharge_energy,discharge_energy,delta,,,scalar_baseline,raw_zero_based
discharge_energy_slope_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,discharge_energy,discharge_energy,slope,,,scalar_baseline,raw_zero_based
discharge_energy_intercept_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,discharge_energy,discharge_energy,intercept,,,scalar_baseline,raw_zero_based
discharge_energy_r2_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,discharge_energy,discharge_energy,r2,,,scalar_baseline,raw_zero_based
discharge_energy_curvature_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,discharge_energy,discharge_energy,curvature,,,scalar_baseline,raw_zero_based
discharge_energy_mean_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,discharge_energy,discharge_energy,mean,,,scalar_baseline,raw_zero_based
discharge_energy_std_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,discharge_energy,discharge_energy,std,,,scalar_baseline,raw_zero_based
discharge_energy_min_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,discharge_energy,discharge_energy,min,,,scalar_baseline,raw_zero_based
discharge_energy_max_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,discharge_energy,discharge_energy,max,,,scalar_baseline,raw_zero_based
discharge_energy_delta_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,discharge_energy,discharge_energy,delta,,,scalar_baseline,raw_zero_based
discharge_energy_slope_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,discharge_energy,discharge_energy,slope,,,scalar_baseline,raw_zero_based
discharge_energy_intercept_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,discharge_energy,discharge_energy,intercept,,,scalar_baseline,raw_zero_based
discharge_energy_r2_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,discharge_energy,discharge_energy,r2,,,scalar_baseline,raw_zero_based
