feature_name,feature_family,family,feature_source,operator_name,operator_type,is_true_curve_feature,is_proxy_feature,uses_raw_cycles_interpolated,uses_summary,uses_protocol,cycle_indices,step_type,x_axis,y_signal,aggregation,transform,description,program_id,cycle_index_convention
charge_capacity_min_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,min,,,broad_physics,raw_zero_based
charge_capacity_max_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,max,,,broad_physics,raw_zero_based
charge_capacity_delta_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,delta,,,broad_physics,raw_zero_based
charge_capacity_slope_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,slope,,,broad_physics,raw_zero_based
charge_capacity_intercept_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,intercept,,,broad_physics,raw_zero_based
charge_capacity_r2_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,r2,,,broad_physics,raw_zero_based
charge_capacity_curvature_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_capacity,curvature,,,broad_physics,raw_zero_based
charge_capacity_mean_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,mean,,,broad_physics,raw_zero_based
charge_capacity_std_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,std,,,broad_physics,raw_zero_based
charge_capacity_min_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,min,,,broad_physics,raw_zero_based
charge_capacity_max_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,max,,,broad_physics,raw_zero_based
charge_capacity_delta_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,delta,,,broad_physics,raw_zero_based
charge_capacity_slope_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,slope,,,broad_physics,raw_zero_based
charge_capacity_intercept_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,intercept,,,broad_physics,raw_zero_based
charge_capacity_r2_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,r2,,,broad_physics,raw_zero_based
charge_capacity_curvature_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_capacity,curvature,,,broad_physics,raw_zero_based
discharge_energy_mean_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,mean,,,broad_physics,raw_zero_based
discharge_energy_std_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,std,,,broad_physics,raw_zero_based
discharge_energy_min_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,min,,,broad_physics,raw_zero_based
discharge_energy_max_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,max,,,broad_physics,raw_zero_based
discharge_energy_delta_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,delta,,,broad_physics,raw_zero_based
discharge_energy_slope_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,slope,,,broad_physics,raw_zero_based
discharge_energy_intercept_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,intercept,,,broad_physics,raw_zero_based
discharge_energy_r2_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,r2,,,broad_physics,raw_zero_based
discharge_energy_curvature_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_energy,curvature,,,broad_physics,raw_zero_based
discharge_energy_mean_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,mean,,,broad_physics,raw_zero_based
discharge_energy_std_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,std,,,broad_physics,raw_zero_based
discharge_energy_min_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,min,,,broad_physics,raw_zero_based
discharge_energy_max_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,max,,,broad_physics,raw_zero_based
discharge_energy_delta_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,delta,,,broad_physics,raw_zero_based
discharge_energy_slope_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,slope,,,broad_physics,raw_zero_based
discharge_energy_intercept_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,intercept,,,broad_physics,raw_zero_based
discharge_energy_r2_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,r2,,,broad_physics,raw_zero_based
discharge_energy_curvature_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_energy,curvature,,,broad_physics,raw_zero_based
discharge_energy_mean_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,mean,,,broad_physics,raw_zero_based
discharge_energy_std_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,std,,,broad_physics,raw_zero_based
discharge_energy_min_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,min,,,broad_physics,raw_zero_based
discharge_energy_max_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,max,,,broad_physics,raw_zero_based
discharge_energy_delta_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,delta,,,broad_physics,raw_zero_based
discharge_energy_slope_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,slope,,,broad_physics,raw_zero_based
discharge_energy_intercept_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,intercept,,,broad_physics,raw_zero_based
discharge_energy_r2_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,r2,,,broad_physics,raw_zero_based
discharge_energy_curvature_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_energy,curvature,,,broad_physics,raw_zero_based
discharge_energy_mean_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,mean,,,broad_physics,raw_zero_based
discharge_energy_std_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,std,,,broad_physics,raw_zero_based
discharge_energy_min_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,min,,,broad_physics,raw_zero_based
discharge_energy_max_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,max,,,broad_physics,raw_zero_based
discharge_energy_delta_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,delta,,,broad_physics,raw_zero_based
discharge_energy_slope_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,slope,,,broad_physics,raw_zero_based
discharge_energy_intercept_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,intercept,,,broad_physics,raw_zero_based
discharge_energy_r2_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,r2,,,broad_physics,raw_zero_based
discharge_energy_curvature_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_energy,curvature,,,broad_physics,raw_zero_based
discharge_energy_mean_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_energy,mean,,,broad_physics,raw_zero_based
discharge_energy_std_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_energy,std,,,broad_physics,raw_zero_based
discharge_energy_min_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_energy,min,,,broad_physics,raw_zero_based
discharge_energy_max_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_energy,max,,,broad_physics,raw_zero_based
discharge_energy_delta_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_energy,delta,,,broad_physics,raw_zero_based
discharge_energy_slope_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_energy,slope,,,broad_physics,raw_zero_based
discharge_energy_intercept_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_energy,intercept,,,broad_physics,raw_zero_based
discharge_energy_r2_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_energy,r2,,,broad_physics,raw_zero_based
discharge_energy_curvature_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_energy,curvature,,,broad_physics,raw_zero_based
charge_energy_mean_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_energy,mean,,,broad_physics,raw_zero_based
charge_energy_std_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_energy,std,,,broad_physics,raw_zero_based
charge_energy_min_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_energy,min,,,broad_physics,raw_zero_based
charge_energy_max_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_energy,max,,,broad_physics,raw_zero_based
charge_energy_delta_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_energy,delta,,,broad_physics,raw_zero_based
charge_energy_slope_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_energy,slope,,,broad_physics,raw_zero_based
charge_energy_intercept_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_energy,intercept,,,broad_physics,raw_zero_based
charge_energy_r2_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_energy,r2,,,broad_physics,raw_zero_based
charge_energy_curvature_cycle_0_to_4,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_energy,curvature,,,broad_physics,raw_zero_based
charge_energy_mean_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_energy,mean,,,broad_physics,raw_zero_based
charge_energy_std_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_energy,std,,,broad_physics,raw_zero_based
charge_energy_min_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_energy,min,,,broad_physics,raw_zero_based
charge_energy_max_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_energy,max,,,broad_physics,raw_zero_based
charge_energy_delta_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_energy,delta,,,broad_physics,raw_zero_based
charge_energy_slope_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_energy,slope,,,broad_physics,raw_zero_based
charge_energy_intercept_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_energy,intercept,,,broad_physics,raw_zero_based
charge_energy_r2_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_energy,r2,,,broad_physics,raw_zero_based
charge_energy_curvature_cycle_0_to_9,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_energy,curvature,,,broad_physics,raw_zero_based
charge_energy_mean_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_energy,mean,,,broad_physics,raw_zero_based
charge_energy_std_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_energy,std,,,broad_physics,raw_zero_based
charge_energy_min_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_energy,min,,,broad_physics,raw_zero_based
charge_energy_max_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_energy,max,,,broad_physics,raw_zero_based
charge_energy_delta_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_energy,delta,,,broad_physics,raw_zero_based
charge_energy_slope_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_energy,slope,,,broad_physics,raw_zero_based
charge_energy_intercept_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_energy,intercept,,,broad_physics,raw_zero_based
charge_energy_r2_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_energy,r2,,,broad_physics,raw_zero_based
charge_energy_curvature_cycle_0_to_49,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,charge_energy,curvature,,,broad_physics,raw_zero_based
charge_energy_mean_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_energy,mean,,,broad_physics,raw_zero_based
charge_energy_std_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_energy,std,,,broad_physics,raw_zero_based
charge_energy_min_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_energy,min,,,broad_physics,raw_zero_based
charge_energy_max_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_energy,max,,,broad_physics,raw_zero_based
charge_energy_delta_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_energy,delta,,,broad_physics,raw_zero_based
charge_energy_slope_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_energy,slope,,,broad_physics,raw_zero_based
charge_energy_intercept_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_energy,intercept,,,broad_physics,raw_zero_based
charge_energy_r2_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_energy,r2,,,broad_physics,raw_zero_based
charge_energy_curvature_cycle_0_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,charge_energy,curvature,,,broad_physics,raw_zero_based
charge_energy_mean_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_energy,mean,,,broad_physics,raw_zero_based
charge_energy_std_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_energy,std,,,broad_physics,raw_zero_based
charge_energy_min_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_energy,min,,,broad_physics,raw_zero_based
charge_energy_max_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_energy,max,,,broad_physics,raw_zero_based
charge_energy_delta_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_energy,delta,,,broad_physics,raw_zero_based
charge_energy_slope_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_energy,slope,,,broad_physics,raw_zero_based
charge_energy_intercept_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_energy,intercept,,,broad_physics,raw_zero_based
charge_energy_r2_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_energy,r2,,,broad_physics,raw_zero_based
charge_energy_curvature_cycle_10_to_99,energy_summary,energy_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,charge_energy,curvature,,,broad_physics,raw_zero_based
discharge_capacity_difference_cycle_9_minus_0,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,discharge_capacity,difference,difference,,broad_physics,raw_zero_based
discharge_capacity_ratio_cycle_9_minus_0,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,discharge_capacity,ratio,ratio,,broad_physics,raw_zero_based
discharge_capacity_relative_difference_cycle_9_minus_0,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,discharge_capacity,relative_difference,relative_difference,,broad_physics,raw_zero_based
discharge_capacity_log_abs_difference_cycle_9_minus_0,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,discharge_capacity,log_abs_difference,log_abs_difference,,broad_physics,raw_zero_based
discharge_capacity_difference_cycle_99_minus_1,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,discharge_capacity,difference,difference,,broad_physics,raw_zero_based
discharge_capacity_ratio_cycle_99_minus_1,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,discharge_capacity,ratio,ratio,,broad_physics,raw_zero_based
discharge_capacity_relative_difference_cycle_99_minus_1,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,discharge_capacity,relative_difference,relative_difference,,broad_physics,raw_zero_based
discharge_capacity_log_abs_difference_cycle_99_minus_1,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,discharge_capacity,log_abs_difference,log_abs_difference,,broad_physics,raw_zero_based
discharge_capacity_difference_cycle_99_minus_9,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,discharge_capacity,difference,difference,,broad_physics,raw_zero_based
discharge_capacity_ratio_cycle_99_minus_9,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,discharge_capacity,ratio,ratio,,broad_physics,raw_zero_based
discharge_capacity_relative_difference_cycle_99_minus_9,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,discharge_capacity,relative_difference,relative_difference,,broad_physics,raw_zero_based
discharge_capacity_log_abs_difference_cycle_99_minus_9,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,discharge_capacity,log_abs_difference,log_abs_difference,,broad_physics,raw_zero_based
charge_capacity_difference_cycle_9_minus_0,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,charge_capacity,difference,difference,,broad_physics,raw_zero_based
charge_capacity_ratio_cycle_9_minus_0,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,charge_capacity,ratio,ratio,,broad_physics,raw_zero_based
charge_capacity_relative_difference_cycle_9_minus_0,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,charge_capacity,relative_difference,relative_difference,,broad_physics,raw_zero_based
charge_capacity_log_abs_difference_cycle_9_minus_0,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,charge_capacity,log_abs_difference,log_abs_difference,,broad_physics,raw_zero_based
charge_capacity_difference_cycle_99_minus_1,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,charge_capacity,difference,difference,,broad_physics,raw_zero_based
charge_capacity_ratio_cycle_99_minus_1,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,charge_capacity,ratio,ratio,,broad_physics,raw_zero_based
