row_id,cell_id,anonymized_cell_id,batch_id,protocol_readable,C1,C2,C3,C4,cycle_life,label_source,source_cell_id,source_path
78,surrogate_cell_00078,surrogate_cell_00078,2018-09-02_oed_1,7-7-4.8-2.947,7.0,7.0,4.8,2.947,682.4913799859024,author_model_prediction,2018-09-02_oed_1_CH43,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-02_oed_1/2018-09-02_oed_1_CH43_structure.json
79,surrogate_cell_00079,surrogate_cell_00079,2018-09-02_oed_1,4.8-6-4.4-4.328,4.8,6.0,4.4,4.328,836.3721481547174,author_model_prediction,2018-09-02_oed_1_CH44,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-02_oed_1/2018-09-02_oed_1_CH44_structure.json
80,surrogate_cell_00080,surrogate_cell_00080,2018-09-02_oed_1,4-7-4.8-4.308,4.0,7.0,4.8,4.308,871.9996860389924,author_model_prediction,2018-09-02_oed_1_CH45,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-02_oed_1/2018-09-02_oed_1_CH45_structure.json
81,surrogate_cell_00081,surrogate_cell_00081,2018-09-02_oed_1,4.8-7-5.2-3.45,4.8,7.0,5.2,3.45,911.3032009549912,author_model_prediction,2018-09-02_oed_1_CH46,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-02_oed_1/2018-09-02_oed_1_CH46_structure.json
82,surrogate_cell_00082,surrogate_cell_00082,2018-09-02_oed_1,5.2-6-5.6-3.381,5.2,6.0,5.6,3.381,890.0985383505504,author_model_prediction,2018-09-02_oed_1_CH47,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-02_oed_1/2018-09-02_oed_1_CH47_structure.json
83,surrogate_cell_00083,surrogate_cell_00083,2018-09-02_oed_1,4.4-5.6-5.2-4.252,4.4,5.6,5.2,4.252,1006.08851556406,author_model_prediction,2018-09-02_oed_1_CH6,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-02_oed_1/2018-09-02_oed_1_CH6_structure.json
84,surrogate_cell_00084,surrogate_cell_00084,2018-09-02_oed_1,4.4-6-5.6-3.834,4.4,6.0,5.6,3.834,888.5665495460836,author_model_prediction,2018-09-02_oed_1_CH7,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-02_oed_1/2018-09-02_oed_1_CH7_structure.json
85,surrogate_cell_00085,surrogate_cell_00085,2018-09-02_oed_1,4.4-6-5.2-4.047,4.4,6.0,5.2,4.047,983.1089860053086,author_model_prediction,2018-09-02_oed_1_CH8,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-02_oed_1/2018-09-02_oed_1_CH8_structure.json
86,surrogate_cell_00086,surrogate_cell_00086,2018-09-06_oed_2,4.8-6-4.8-4,4.8,6.0,4.8,4.0,1014.7081042651276,author_model_prediction,2018-09-06_oed_2_CH9,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH9_structure.json
87,surrogate_cell_00087,surrogate_cell_00087,2018-09-06_oed_2,4-5.6-5.2-4.707,4.0,5.6,5.2,4.707,865.4129377532356,author_model_prediction,2018-09-06_oed_2_CH10,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH10_structure.json
88,surrogate_cell_00088,surrogate_cell_00088,2018-09-06_oed_2,4-5.2-5.6-4.707,4.0,5.2,5.6,4.707,890.9992743552205,author_model_prediction,2018-09-06_oed_2_CH12,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH12_structure.json
89,surrogate_cell_00089,surrogate_cell_00089,2018-09-06_oed_2,4.4-6-5.2-4.047,4.4,6.0,5.2,4.047,925.0772627287492,author_model_prediction,2018-09-06_oed_2_CH13,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH13_structure.json
90,surrogate_cell_00090,surrogate_cell_00090,2018-09-06_oed_2,4.8-5.6-5.6-3.733,4.8,5.6,5.6,3.733,1048.3416068280685,author_model_prediction,2018-09-06_oed_2_CH14,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH14_structure.json
91,surrogate_cell_00091,surrogate_cell_00091,2018-09-06_oed_2,5.2-5.6-4.8-3.935,5.2,5.6,4.8,3.935,939.3803754446876,author_model_prediction,2018-09-06_oed_2_CH15,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH15_structure.json
92,surrogate_cell_00092,surrogate_cell_00092,2018-09-06_oed_2,4.4-6-5.6-3.834,4.4,6.0,5.6,3.834,740.4975823067697,author_model_prediction,2018-09-06_oed_2_CH16,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH16_structure.json
93,surrogate_cell_00093,surrogate_cell_00093,2018-09-06_oed_2,5.2-5.6-5.2-3.702,5.2,5.6,5.2,3.702,383.9001314490598,author_model_prediction,2018-09-06_oed_2_CH17,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH17_structure.json
94,surrogate_cell_00094,surrogate_cell_00094,2018-09-06_oed_2,4.8-5.2-5.6-3.935,4.8,5.2,5.6,3.935,644.6390887090844,author_model_prediction,2018-09-06_oed_2_CH18,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH18_structure.json
95,surrogate_cell_00095,surrogate_cell_00095,2018-09-06_oed_2,4.8-5.6-4.4-4.563,4.8,5.6,4.4,4.563,508.0192979033473,author_model_prediction,2018-09-06_oed_2_CH19,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH19_structure.json
96,surrogate_cell_00096,surrogate_cell_00096,2018-09-06_oed_2,5.2-6-4.8-3.759,5.2,6.0,4.8,3.759,469.312190165548,author_model_prediction,2018-09-06_oed_2_CH20,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH20_structure.json
97,surrogate_cell_00097,surrogate_cell_00097,2018-09-06_oed_2,4.8-4.8-5.2-4.457,4.8,4.8,5.2,4.457,830.1004398325608,author_model_prediction,2018-09-06_oed_2_CH21,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH21_structure.json
98,surrogate_cell_00098,surrogate_cell_00098,2018-09-06_oed_2,4.8-6-5.6-3.574,4.8,6.0,5.6,3.574,583.8840153304029,author_model_prediction,2018-09-06_oed_2_CH22,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH22_structure.json
99,surrogate_cell_00099,surrogate_cell_00099,2018-09-06_oed_2,4-6-5.6-4.2,4.0,6.0,5.6,4.2,541.4711425254501,author_model_prediction,2018-09-06_oed_2_CH23,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH23_structure.json
100,surrogate_cell_00100,surrogate_cell_00100,2018-09-06_oed_2,4.4-4.8-5.6-4.563,4.4,4.8,5.6,4.563,585.5557597889929,author_model_prediction,2018-09-06_oed_2_CH24,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH24_structure.json
101,surrogate_cell_00101,surrogate_cell_00101,2018-09-06_oed_2,5.2-6-5.2-3.545,5.2,6.0,5.2,3.545,485.5033915876464,author_model_prediction,2018-09-06_oed_2_CH25,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH25_structure.json
102,surrogate_cell_00102,surrogate_cell_00102,2018-09-06_oed_2,5.2-5.2-4.8-4.16,5.2,5.2,4.8,4.16,636.7970392837233,author_model_prediction,2018-09-06_oed_2_CH26,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH26_structure.json
103,surrogate_cell_00103,surrogate_cell_00103,2018-09-06_oed_2,5.2-5.2-5.2-3.9,5.2,5.2,5.2,3.9,698.9941622629677,author_model_prediction,2018-09-06_oed_2_CH27,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH27_structure.json
104,surrogate_cell_00104,surrogate_cell_00104,2018-09-06_oed_2,4.4-6-4.8-4.328,4.4,6.0,4.8,4.328,945.3032328804986,author_model_prediction,2018-09-06_oed_2_CH28,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH28_structure.json
105,surrogate_cell_00105,surrogate_cell_00105,2018-09-06_oed_2,4.4-5.6-5.2-4.252,4.4,5.6,5.2,4.252,644.4048124353503,author_model_prediction,2018-09-06_oed_2_CH1,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH1_structure.json
106,surrogate_cell_00106,surrogate_cell_00106,2018-09-06_oed_2,3.6-6-5.6-4.755,3.6,6.0,5.6,4.755,865.1024701564305,author_model_prediction,2018-09-06_oed_2_CH29,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH29_structure.json
107,surrogate_cell_00107,surrogate_cell_00107,2018-09-06_oed_2,4-6-5.2-4.457,4.0,6.0,5.2,4.457,938.5147423801272,author_model_prediction,2018-09-06_oed_2_CH30,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH30_structure.json
108,surrogate_cell_00108,surrogate_cell_00108,2018-09-06_oed_2,5.2-5.6-4.4-4.252,5.2,5.6,4.4,4.252,550.3849461660665,author_model_prediction,2018-09-06_oed_2_CH31,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH31_structure.json
109,surrogate_cell_00109,surrogate_cell_00109,2018-09-06_oed_2,4.8-4.8-5.6-4.2,4.8,4.8,5.6,4.2,507.2313464786354,author_model_prediction,2018-09-06_oed_2_CH32,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH32_structure.json
110,surrogate_cell_00110,surrogate_cell_00110,2018-09-06_oed_2,4.8-6-4.4-4.328,4.8,6.0,4.4,4.328,180.79611240410003,author_model_prediction,2018-09-06_oed_2_CH33,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH33_structure.json
111,surrogate_cell_00111,surrogate_cell_00111,2018-09-06_oed_2,5.2-5.2-4.4-4.516,5.2,5.2,4.4,4.516,849.1193342633898,author_model_prediction,2018-09-06_oed_2_CH34,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH34_structure.json
112,surrogate_cell_00112,surrogate_cell_00112,2018-09-06_oed_2,5.2-6-4.4-4.047,5.2,6.0,4.4,4.047,765.1355120569843,author_model_prediction,2018-09-06_oed_2_CH35,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH35_structure.json
113,surrogate_cell_00113,surrogate_cell_00113,2018-09-06_oed_2,5.2-5.6-5.6-3.523,5.2,5.6,5.6,3.523,797.4204782005814,author_model_prediction,2018-09-06_oed_2_CH36,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH36_structure.json
114,surrogate_cell_00114,surrogate_cell_00114,2018-09-06_oed_2,5.2-5.2-5.6-3.702,5.2,5.2,5.6,3.702,806.8630372300396,author_model_prediction,2018-09-06_oed_2_CH37,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH37_structure.json
115,surrogate_cell_00115,surrogate_cell_00115,2018-09-06_oed_2,4.8-7-5.6-3.294,4.8,7.0,5.6,3.294,525.2217885235331,author_model_prediction,2018-09-06_oed_2_CH38,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH38_structure.json
116,surrogate_cell_00116,surrogate_cell_00116,2018-09-06_oed_2,4.8-5.6-4.8-4.2,4.8,5.6,4.8,4.2,542.8009551193247,author_model_prediction,2018-09-06_oed_2_CH2,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH2_structure.json
117,surrogate_cell_00117,surrogate_cell_00117,2018-09-06_oed_2,5.2-6-5.6-3.381,5.2,6.0,5.6,3.381,621.7924304427294,author_model_prediction,2018-09-06_oed_2_CH39,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH39_structure.json
118,surrogate_cell_00118,surrogate_cell_00118,2018-09-06_oed_2,4.8-7-5.2-3.45,4.8,7.0,5.2,3.45,678.3501521520755,author_model_prediction,2018-09-06_oed_2_CH40,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH40_structure.json
119,surrogate_cell_00119,surrogate_cell_00119,2018-09-06_oed_2,4.4-6-4.4-4.714,4.4,6.0,4.4,4.714,872.9944960116993,author_model_prediction,2018-09-06_oed_2_CH41,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH41_structure.json
120,surrogate_cell_00120,surrogate_cell_00120,2018-09-06_oed_2,4-6-4.8-4.8,4.0,6.0,4.8,4.8,606.981806496462,author_model_prediction,2018-09-06_oed_2_CH42,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH42_structure.json
121,surrogate_cell_00121,surrogate_cell_00121,2018-09-06_oed_2,4.4-7-5.6-3.513,4.4,7.0,5.6,3.513,773.9571193969771,author_model_prediction,2018-09-06_oed_2_CH43,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH43_structure.json
122,surrogate_cell_00122,surrogate_cell_00122,2018-09-06_oed_2,5.2-4.8-4.8-4.457,5.2,4.8,4.8,4.457,499.12380990123336,author_model_prediction,2018-09-06_oed_2_CH44,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH44_structure.json
123,surrogate_cell_00123,surrogate_cell_00123,2018-09-06_oed_2,5.2-7-4.8-3.45,5.2,7.0,4.8,3.45,692.4398713883694,author_model_prediction,2018-09-06_oed_2_CH45,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH45_structure.json
124,surrogate_cell_00124,surrogate_cell_00124,2018-09-06_oed_2,4.8-4.4-5.6-4.563,4.8,4.4,5.6,4.563,428.86933142043216,author_model_prediction,2018-09-06_oed_2_CH46,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH46_structure.json
125,surrogate_cell_00125,surrogate_cell_00125,2018-09-06_oed_2,5.2-4.8-5.2-4.16,5.2,4.8,5.2,4.16,730.6945844321866,author_model_prediction,2018-09-06_oed_2_CH47,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH47_structure.json
126,surrogate_cell_00126,surrogate_cell_00126,2018-09-06_oed_2,4.8-5.2-4.8-4.457,4.8,5.2,4.8,4.457,907.6711001966978,author_model_prediction,2018-09-06_oed_2_CH3,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH3_structure.json
127,surrogate_cell_00127,surrogate_cell_00127,2018-09-06_oed_2,4.8-5.2-5.2-4.16,4.8,5.2,5.2,4.16,967.501358425197,author_model_prediction,2018-09-06_oed_2_CH4,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH4_structure.json
128,surrogate_cell_00128,surrogate_cell_00128,2018-09-06_oed_2,4.4-5.6-4.8-4.563,4.4,5.6,4.8,4.563,492.5449086641665,author_model_prediction,2018-09-06_oed_2_CH5,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH5_structure.json
129,surrogate_cell_00129,surrogate_cell_00129,2018-09-06_oed_2,4.4-5.6-5.6-4.017,4.4,5.6,5.6,4.017,922.6759274229056,author_model_prediction,2018-09-06_oed_2_CH6,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH6_structure.json
130,surrogate_cell_00130,surrogate_cell_00130,2018-09-06_oed_2,4.8-6-5.2-3.759,4.8,6.0,5.2,3.759,605.7424541435846,author_model_prediction,2018-09-06_oed_2_CH7,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH7_structure.json
131,surrogate_cell_00131,surrogate_cell_00131,2018-09-06_oed_2,4-5.6-5.6-4.421,4.0,5.6,5.6,4.421,877.8424733799675,author_model_prediction,2018-09-06_oed_2_CH8,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-06_oed_2/2018-09-06_oed_2_CH8_structure.json
132,surrogate_cell_00132,surrogate_cell_00132,2018-09-10_oed_3,4-5.2-5.6-4.707,4.0,5.2,5.6,4.707,994.3097133721268,author_model_prediction,2018-09-10_oed_3_CH9,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH9_structure.json
133,surrogate_cell_00133,surrogate_cell_00133,2018-09-10_oed_3,4.4-5.6-5.6-4.017,4.4,5.6,5.6,4.017,1014.8387491344056,author_model_prediction,2018-09-10_oed_3_CH10,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH10_structure.json
134,surrogate_cell_00134,surrogate_cell_00134,2018-09-10_oed_3,5.2-5.2-4.8-4.16,5.2,5.2,4.8,4.16,1112.4913572711737,author_model_prediction,2018-09-10_oed_3_CH11,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH11_structure.json
135,surrogate_cell_00135,surrogate_cell_00135,2018-09-10_oed_3,4.8-5.2-5.6-3.935,4.8,5.2,5.6,3.935,1157.1392036065265,author_model_prediction,2018-09-10_oed_3_CH12,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH12_structure.json
136,surrogate_cell_00136,surrogate_cell_00136,2018-09-10_oed_3,4.8-4.8-5.2-4.457,4.8,4.8,5.2,4.457,1072.622000951353,author_model_prediction,2018-09-10_oed_3_CH13,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH13_structure.json
137,surrogate_cell_00137,surrogate_cell_00137,2018-09-10_oed_3,4.4-6-5.2-4.047,4.4,6.0,5.2,4.047,1026.88047223113,author_model_prediction,2018-09-10_oed_3_CH14,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH14_structure.json
138,surrogate_cell_00138,surrogate_cell_00138,2018-09-10_oed_3,5.2-5.6-4.8-3.935,5.2,5.6,4.8,3.935,1068.9737400968431,author_model_prediction,2018-09-10_oed_3_CH15,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH15_structure.json
139,surrogate_cell_00139,surrogate_cell_00139,2018-09-10_oed_3,5.2-5.2-5.2-3.9,5.2,5.2,5.2,3.9,958.2447981876122,author_model_prediction,2018-09-10_oed_3_CH16,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH16_structure.json
140,surrogate_cell_00140,surrogate_cell_00140,2018-09-10_oed_3,4.8-6-4.8-4,4.8,6.0,4.8,4.0,851.9222700682373,author_model_prediction,2018-09-10_oed_3_CH17,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH17_structure.json
141,surrogate_cell_00141,surrogate_cell_00141,2018-09-10_oed_3,4.8-5.6-4.4-4.563,4.8,5.6,4.4,4.563,829.8479343599612,author_model_prediction,2018-09-10_oed_3_CH18,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH18_structure.json
142,surrogate_cell_00142,surrogate_cell_00142,2018-09-10_oed_3,4.8-5.6-5.6-3.733,4.8,5.6,5.6,3.733,842.4810763361343,author_model_prediction,2018-09-10_oed_3_CH19,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH19_structure.json
143,surrogate_cell_00143,surrogate_cell_00143,2018-09-10_oed_3,4.4-6-4.8-4.328,4.4,6.0,4.8,4.328,923.6249586819532,author_model_prediction,2018-09-10_oed_3_CH20,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH20_structure.json
144,surrogate_cell_00144,surrogate_cell_00144,2018-09-10_oed_3,5.2-5.2-4.4-4.516,5.2,5.2,4.4,4.516,907.6101288849304,author_model_prediction,2018-09-10_oed_3_CH21,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH21_structure.json
145,surrogate_cell_00145,surrogate_cell_00145,2018-09-10_oed_3,4.4-4.8-5.6-4.563,4.4,4.8,5.6,4.563,867.8574603482232,author_model_prediction,2018-09-10_oed_3_CH22,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH22_structure.json
146,surrogate_cell_00146,surrogate_cell_00146,2018-09-10_oed_3,4.8-6-5.2-3.759,4.8,6.0,5.2,3.759,847.2854624410161,author_model_prediction,2018-09-10_oed_3_CH23,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH23_structure.json
147,surrogate_cell_00147,surrogate_cell_00147,2018-09-10_oed_3,4-6-5.2-4.457,4.0,6.0,5.2,4.457,982.1591497274596,author_model_prediction,2018-09-10_oed_3_CH24,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH24_structure.json
148,surrogate_cell_00148,surrogate_cell_00148,2018-09-10_oed_3,4-6-5.6-4.2,4.0,6.0,5.6,4.2,855.9249003219442,author_model_prediction,2018-09-10_oed_3_CH25,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH25_structure.json
149,surrogate_cell_00149,surrogate_cell_00149,2018-09-10_oed_3,4.4-6-5.6-3.834,4.4,6.0,5.6,3.834,1258.489243330016,author_model_prediction,2018-09-10_oed_3_CH26,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH26_structure.json
150,surrogate_cell_00150,surrogate_cell_00150,2018-09-10_oed_3,3.6-6-5.6-4.755,3.6,6.0,5.6,4.755,971.7193643350156,author_model_prediction,2018-09-10_oed_3_CH27,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH27_structure.json
151,surrogate_cell_00151,surrogate_cell_00151,2018-09-10_oed_3,5.2-5.6-5.2-3.702,5.2,5.6,5.2,3.702,1081.4659834949666,author_model_prediction,2018-09-10_oed_3_CH28,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH28_structure.json
152,surrogate_cell_00152,surrogate_cell_00152,2018-09-10_oed_3,4.4-5.2-5.2-4.516,4.4,5.2,5.2,4.516,966.9721774582324,author_model_prediction,2018-09-10_oed_3_CH1,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH1_structure.json
153,surrogate_cell_00153,surrogate_cell_00153,2018-09-10_oed_3,5.2-4.8-4.8-4.457,5.2,4.8,4.8,4.457,1132.8957806924786,author_model_prediction,2018-09-10_oed_3_CH29,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH29_structure.json
154,surrogate_cell_00154,surrogate_cell_00154,2018-09-10_oed_3,5.2-5.6-4.4-4.252,5.2,5.6,4.4,4.252,1061.5852619100212,author_model_prediction,2018-09-10_oed_3_CH30,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH30_structure.json
